fid,extensao,consorcio,descricao_desvio,tipo_rota,direcao,destino,servico
1005,46476,MOBI-Rio,,brt,1,Terminal Aroldo Melodia,38
1006,34146,Internorte,,regular,1,Honório Gurgel,362
1007,15766,Internorte,,regular,1,Penha,622
1008,32297,Intersul,,regular,1,Méier,SN474
1009,24093,MOBI-Rio,,brt,1,Vicente de Carvalho,31
1010,21524,Transcarioca,,regular,1,Rio das Pedras,555
1011,24992,MOBI-Rio,,brt,1,Mato Alto,25
1012,9337,Santa Cruz,,regular,1,Terminal Campo Grande,834
1013,10357,Transcarioca,,regular,1,Rio das Pedras,862
1014,40197,Internorte,,regular,0,Cidade Universitária,945
1015,26203,Santa Cruz,,regular,1,Sepetiba,SN884
1016,18855,Internorte,,regular,0,Leblon,SP404
1017,11337,Santa Cruz,,regular,1,Campo Grande,841
1018,19665,MOBI-Rio,,brt,0,Terminal Recreio,41
1019,16470,Santa Cruz,,regular,0,Terminal Deodoro,791
1020,25355,Santa Cruz,,regular,1,Jabour,SN794
1021,29018,Internorte,,regular,0,Castelo,265
1022,9091,Santa Cruz,,regular,0,Terminal Campo Grande,836
1023,47084,Santa Cruz,,frescao,0,Candelária,2310
1024,80242,Santa Cruz,,frescao,1,Santa Cruz,2337
1025,29981,Internorte,,regular,0,General Osório [via P. Vargas/P. Flamengo],483
1026,23248,Intersul,,regular,0,Terminal Alvorada,548
1027,29032,Internorte,,regular,0,General Osório,485
1028,36657,MOBI-Rio,,brt,0,Terminal Alvorada,38
1029,19049,Intersul,,regular,1,São Conrado [reversível],109
1030,22855,Intersul,,regular,1,Grajaú,SN422
1031,17620,Santa Cruz,,regular,0,Bangu,812
1032,16475,Santa Cruz,,regular,1,Praia de Sepetiba,872
1033,15588,Internorte,,regular,0,Terminal Deodoro,SP795
1034,16805,Transcarioca,,regular,1,Jardim América,775
1035,34280,Internorte,,regular,0,Praia do Dendê,SN696
1036,26552,Intersul,,regular,0,Circular,461
1037,26306,Intersul,,regular,1,São Conrado,SN104
1038,11766,Internorte,,regular,0,Terminal Fundão,SP329
1039,25234,Intersul,,regular,0,Santo Cristo,109
1040,32607,Internorte,,regular,1,Acari,298
1041,30826,Internorte,,regular,0,Praia do Dendê,696
1042,22134,Internorte,,regular,0,Engenho Novo,650
1043,69786,Santa Cruz,,regular,1,Cesarão,SR388
1044,25200,MOBI-Rio,,brt,1,Terminal Deodoro,60
1045,17605,Intersul,,regular,0,Leblon,439
1046,18518,Santa Cruz,,regular,1,Largo do Mendanha,812
1047,21055,Transcarioca,,regular,1,Terminal Taquara,954
1048,10889,Santa Cruz,,regular,0,Campo Grande,842
1049,18819,Intersul,,regular,0,Siqueira Campos,433
1050,22780,Transcarioca,,frescao,1,Freguesia,2114
1051,32743,Internorte,,regular,1,Penha [via P. do Flamengo],483
1052,15468,Intersul,,regular,0,Urca,167
1053,10374,Transcarioca,,regular,0,Praça Seca,783
1054,2717,Transcarioca,,regular,1,Gardênia Azul,829
